,tweets,labels
13707,las subidas de los tipos de interés del bce aumentan la desigualdad y las bajadas apenas la reducen,0
13708,los productos de ahorro ofrecidos en el banco naufragan en 2022 : los fondos obtienen el peor dato desde 2010,0
13709,elon musk pierde su votación para seguir al frente de twitter tras desatar una nueva crisis,0
13710,"la patronal bancaria de caixabank o unicaja y los sindicatos acuerdan una subida salarial del 4,25 % para 2023",0
13711,las arbitrariedades en las oposiciones a bomberos generan un alud de indemnizaciones en catalunya,0
13712,el nuevo año contará con 9 festivos nacionales comunes a toda españa,0
13713,"@ user entramos en el gran debate sobre si españa es un país normal , visto los visto en reino unido o italia , igual no estamos tan mal",0
13714,"ccoo convoca huelga en los aeropuertos españoles el 22 , 23 , 30 y 31 de diciembre y 6 y 8 de enero",0
13715,la caída de los precios industriales rebaja la presión sobre la inflación,0
13716,la recaudación fiscal alcanza un nuevo récord antes de cerrar el año gracias a la recuperación económica y del consumo,0
13717,el banco de españa subvenciona a todos sus funcionarios los hoteles y apartamentos para las vacaciones,0
13718,el tribunal constitucional verifica por unanimidad que los nuevos cuatro magistrados cumplen con los requisitos,0
13719,alessandra galloni : « es hermoso cuando la verdad y la velocidad se unen »,0
13720,"🎾¡el murciano @ user hace historia en nueva york ! . tras más de cinco horas de partido , el tenista murciano se hace con la victoria frente a @ user y pasa a semifinales del . increíble , alcaraz .. ¡viva el palmar ! ¡viva murcia ! .",1
13721,"los martínez del puerto tierra de luz , de dulzura en el clima y claridad en aire . tierra de gente acogedora . ha sido un honor pregonar las fiestas en honor a la virgen de las maravillas y san pedro .",1
13722,papá noel llega al ranero para recoger las cartas de los más pequeños del barrios con un gran espectáculo de cantajuegos .. la magia de la navidad 🎄🎁,1
13723,"⚫️nos ha dejado josé luis mendoza , fundador y presidente de la @ user . un luchador incansable , un hombre bueno . mis condolencias a toda su familia y amigos .",1
13724,🎓primer día de clases prácticas en la facultad de medicina de la @ user . esta semana veremos el sistema cardiovascular .. gratificante reencuentro con los estudiantes .,1
13725,primer set para @ user . ¡vamos carlos ! . toda murcia está contigo,1
13726,el proyecto ‘ murcia impulsa ’ ampliará las capacidades de gestión de las juntas municipales . 📹 @ user,1
13727,la @ user ambienta la calle del pilar con el concierto ‘ a la luz de la navidad ’ ⭐️,1
13728,🎶la plaza de la torrecilla acoge el concierto de navidad del grupo azarbe . villancicos y aguilandos para celebrar la navidad murciana .,1
13729,"junto a los vecinos de vistalegre disfrutando de sus fiestas [ political_party ] y de la amabilidad , generosidad y cercanía de los murcianos .",1
13730,"🏀 esta mañana , en el xi encuentro de baloncesto solidario de @ user he conocido a personas que sueñan sin miedos y por eso , entrenan sin límites . el deporte enseña valores y te ayuda a conseguir metas .",1
13731,"🎼a partir de hoy la iglesia de san agustín , en el municipio vecino de fuente álamo , resonará de un modo especial . asistimos a la bendición del nuevo y monumental órgano en el que se han empleado 7.000 horas de trabajo",1
13732,👗🧸 san lorenzo celebra su mercadillo solidario a favor de las familias que más lo necesitan . una iniciativa de la parroquia y @ user que ha resultado ser un éxito . ¡enhorabuena !,1
13733,"🎭el parque de fofó acoge la representación infantil “ la princesa tristona ” , dirigida por elvira pineda .",1
13734,la artista guillermina [ politician ] oró me ha presentado su libro 'remembranzas ' . una oda a la vida desde la alegría y las expectativas que se crean de la juventud a la madurez . gracias .,1
13735,"hay ciudades con proyecto , y ciudades sin proyecto . y nosotros tenemos un proyecto de ciudad para murcia 🏙️",1
13736,"con profunda consternación , lamentamos el fallecimiento de un vecino de javalí viejo durante el episodio de fuertes lluvias que se produjo anoche en murcia .. mi más sentido pésame a sus familiares y amigos . descanse en paz .",1
13737,"hoy tenemos el corazón encogido .... nos ha dejado carmen , militante del @ user y vecina del @ user . [ hashtag ] 🖤",1
13738,"[ hashtag ] cumplió con la tradición y salió a la calle para arropar a su patrona , la virgen de las lágrimas .",1
13739,apostamos por la peatonalización del tramo urbano del río con el fin de convertir a murcia en una ciudad amable para las personas .,1
13740,¡toda la felicidad y amor del mundo ! . adolfo y maría 💍,1
13741,"este proyecto propone la celebración en nuestra ciudad de un congreso internacional de arte barroco , llamado a convertirse en uno de los más importes del mundo .",1
13742,"la gente mayor representa lo mejor de nosotros mismos . son el reflejo de la humildad , el trabajo y el sacrificio .. hoy hemos estado en el ranero homenajeando a antonio por su buen hacer y trabajo incansable y desinteresado en el barrio .",1
13743,"'murcia educativa . área de talento ' , el octavo proyecto estratégico @ user creará una red pionera de escuelas municipales en steam , idiomas , artes escénicas y música .",1
13744,disfrutando del manjar que nos ofrece la gastronomía murciana . ¡gloria bendita !,1
13745,"🥳¡a cuartos de final ! . @ user arrolló al croata @ user en un partido en el que desplegó su inagotable repertorio de derechas y dejadas , y pasó a la siguiente ronda por la vía rápida ( 7-6 , 6-1 ) . [ hashtag ] 🥎 [ hashtag ] @ user",1
13746,el molino del amor es una joya del patrimonio murciano que data del siglo xviii y que se encuentra ubicado en la albatalía . nuestra huerta nos regala lugares únicos. . ☀️,1
13747,"malagueñas , jotas , parrandas y aguilandos ambientan santiago y zaraíche en su iv encuentro de cuadrillas 🎶 .",1
13748,"🎼 hace 100 años , coincidiendo con , se estrenó el himno a murcia , compuesto por el gran jara carrillo . es un día para reivindicar que tenemos raíces e identidad , que somos hijos de un largo pasado de esfuerzo y generosidad de los que nos precedieron .",1
13749,"🍊🌴higueras , naranjos , limoneros , granados , olivos , olmos , álamos , palmeras , especies arbustivas y plantas de flor llenan de vida el molino del amor , un lugar idílico que construimos en la huerta y está terminado para el disfrute de todos los murcianos",1
13750,"espectacular carlos alcaraz en la red . 🎾 ha vuelto a demostrar , en la final del atp 500 de hamburgo , su fuerza , su cabeza y su corazón . la victoria es para el italiano musetti pero nosotros seguimos disfrutando del juego de nuestro murciano",1
13751,carlos alcaraz saliendo en este momento a la pista central para iniciar su partido . ¡adelante ! 💪🎾,1
13752,. @ user conde de barcelona 🏆 . nuestro joven paisano vuelve a hacer historia tras derrotar a pablo carreño . no hay campeonato que se le resista . ¡eres el orgullo de nuestra región ! ¡grande ! . [ hashtag ] [ hashtag ],1
13753,🚀 escuchar a los murcianos es la manera de construir la murcia que queremos entre todos,1
13754,"hoy , el barrio de san andrés celebra una jornada de convivencia con motivo de sus fiestas en honor a la virgen de la arrixaca .",1
13755,"“ si vas a san antolín , y a la derecha te inclinas , verás en el . primer camarín , a la pastora divina , que es vivo retrato de ti ”",1
13756,"🎭 `` el teatro es poesía que sale del libro para hacerse humana '' - federico garcía lorca . disfrutando de un clásico , caperucita roja , de la mano de la compañía de elvira pineda con motivo de las fiestas de san andrés .",1
13757,"gracias , @ user por haber puesto siempre a [ hashtag ] y a las lumbreras en lo más alto .. siempre serás ejemplo de superación",1
13758,"empiezan a marchar . los trabajos , el nuevo curso escolar… es la vida .",1
13759,los murcianos siempre orgullosos y agradecidos con la labor que realiza todos los días la @ user .. feliz día de la hispanidad 🇪🇸 . [ hashtag ],1
13760,"el ministerio de trabajo del país con más paro juvenil de europa debería aprender de las big four , no inspeccionarlas por nada .",1
13761,"el consumo de hogares cae un 1,8 % . la inversión cae un 1,2 % tras caer un 0,8 % en el tercer trimestre . la demanda nacional cae un 0,9 % y las exportaciones , un 1,1 % . @ user . españa aún se queda por detrás del pib de 2019 pero con 15 % más de deuda pública .",1
13762,"¿equipararnos a los países nórdicos ? las 7 claves que desmontan el engaño de [ politician ] . los países nórdicos no cuentan con impuestos a los ricos o al patrimonio , pero sí imponen tipos de iva mucho más elevados . por @ user .",1
13763,"un gobierno en rebeldía con el bce , que amenaza la compra de deuda de españa . por maría jesús pérez .",1
13764,la unión soviética `` la mayor potencia económica del planeta al nivel de eeuu '' 🤣🤣 en los sueños de [ politician ] ... una potencia de represión y miseria y el colapso más sonado de la historia reciente . ese es su ejemplo de socialismo . una cárcel gigante .,1
13765,: especial inflación . invitados : lorenzo bernaldo de quirós y carlos rodríguez braun .,1
13766,"el balance del bce es €8,7 billones , un 67,3 % del pib de la eurozona . entre 2020-22 ha aumentado €4 billones , más que en toda su historia anterior . reserva federal 8,6 billones , 34,6 % d pib d eeuu , con moneda de reserva del mundo con demanda global . también alta inflación .",1
13767,"los contribuyentes están hartos de recibir lecciones de los `` generosos '' con el dinero de los demás , que les llamen `` ricos '' tras décadas de trabajo los que dicen que `` reparten '' y se quedan un gran porcentaje , los verdaderos nuevos ricos : los aristócratas del gasto político",1
13768,"ipc en turquía 58 % desde 84 % . aumento de oferta monetaria 57 % , según el banco central . alguno dirá que `` bajan '' los precios y que imprimir toda la moneda que un estado desee no causa inflación . y debería cobrar su salario en liras para disfrutarlo .",1
13769,@ user no se trata de mirarnos en el espejo de irlanda sino de desmontar la falacia de que españa crece más que la media .,1
13770,"@ user las políticas de [ politician ] son disparar el gasto público y aumentar el déficit en sus sueños , pobre alma de dios .",1
13771,¿recuerdan cuando en 2017 [ politician ] decía que españa no creaba empleo sino que era `` desguace '' del existente porque caían ligeramente las horas trabajadas ? 👇 .,1
13772,"perú . los cuatro líderes de la izquierda populista latinoamericana han seguido un proceso similar : primero , condenaron las veleidades autocráticas de castillo y ahora se han lanzado a la defensa del golpista .",1
13773,china da el primer golpe para controlar el suministro mundial de gas natural licuado . firma con qatar para garantizarse gnl durante 27 años de duración . el contrato más largo de la historia del sector .,1
13774,@ user en la anterior crisis ( 2008-2011 ) gobernaba el [ political_party ] . que se olvidan . ponerse la medalla de gastar mucho más y aumentar aún más la deuda cuando es porque lo permite europa y el bce es alucinante .,1
13775,@ user que nooooo que el gobierno dice que ellos la han bajadoooo,1
13776,"monedas digitales : control global . hablamos del frenazo chino , del tope al petróleo ruso , del riesgo de década perdida en américa latina y más : .",1
13777,@ user fascinante defensa del totalitarismo que ataca a los contrapesos que toda democracia seria tiene contra el exceso del poder político .,1
13778,"@ user propinas bajas , caridad poca y pocos seguros privados porque quiebran las cuentas públicas : la consecuencia inevitable de aplicar el socialismo .",1
13779,"esta gente no lee . reducir impuestos es positivo para la economía , pero no hace milagros cuando a la vez disparas el gasto estructural . apúntenlo .",1
13780,según cepyme las cuatro subidas del smi han causado la destrucción de 256.200 puestos de trabajo .,1
13781,"índice de infiernos fiscales global . más cuña fiscal , más pobreza . vía @ user",1
13782,el gobierno baja masivamente impuestos a nómadas digitales -ya saben vds que son todos pobres- a británicos expatriados y start-ups porque atrae talento e inversión pero los sube a los demás porque bajar impuestos no funciona y pone en peligro la sanidad .,1
13783,"el capitalismo proporciona a todo el mundo más riqueza y mayores oportunidades , mientras que el socialismo y el intervencionismo fracasan sistemáticamente y empobrecen a quienes los padecen . .",1
13784,"recesión económica , impuestos , deuda pública , criptomonedas .... no te pierdas este episodio de la primera impresión donde charlo con @ user .",1
13785,💥 [ hashtag ] . hablamos con @ user y nos ofrece esta visión general de cómo está la economía . escucha el programa completo aquí :,1
13786,el chavismo va a por colombia . maduro reitera la propuesta de crear de una zona comercial colombo-venezolana .,1
13787,resumen : el ine computa en ipc la tarifa regulada ( pvpc ) que ha bajado al sacar el precio del gas y pasarlo a todos los demás consumidores . esto afecta a 20 % de clientes . el resto ha visto su tarifa subir . antes también usaba tarifa pvpc . no es error del ine es cambio de política,1
13788,"se entiende el brutal aumento de presupuesto de presidencia , agenda 2030 , transición ecológica , asuntks económicos , tve y cis .... cada hogar pagará 4.700 euros más en impuestos en 2023 de los que pagaba antes del gobierno [ politician ] - podemos .",1
13789,el nuevo presupuesto de reino unido no soluciona los problemas de gasto estructural . programa completo y selección de comentarios aquí : .,1
13790,@ user `` el dinero no está mejor en el bolsillo de los ciudadanos '',1
13791,"el comercio minorista sigue estancado . la variación mensual del índice de comercio al por menor es del 0,2 % si se eliminan los efectos estacionales y de calendario . la tasa anual del índice general del comercio minorista es0,1 % en la serie corregida @ user",1
13792,"@ user la inmensa mayoría de esos servicios los dan empresas privadas en concurso público en toda la ue y el mundo , especialmente los países nórdicos . de nada .",1
13793,"@ user la gobernadora de massachussets es una gran jurista del partido demócrata , lesbiana y activista . tiene de neoliberal lo que abba de heavy metal .",1
13794,"la narrativa es que si disparas el déficit estructural al 4 % del pib gastando mucho más y subiendo impuestos es `` expansivo '' ( [ politician ] ) , pero si aumentas el déficit estructural al 3 % del pib aumentando gastos y bajando impuestos ( truss ) es una debacle `` liberal '' . hilarante",1
13795,"@ user coste del ministerio de presidencia que dispara su presupuesto un 9,8 % : 304 millones de euros .. coste del ministerio de asuntos sociales y agenda 2030 , +17,2 % , 5.399 millones .",1
13796,@ user y esa sandez soberbia viene de alguien que niega que la inflación es acumulativa y que no entiende un cambio porcentual . en fin ...,1
13797,@ user porque no está desmontando nada y su cuenta ni me aparece . ha dicho que el bbva debe pagar en españa por sus beneficios generados en el extranjero y pone un ejemplo de un imp extraordinario que grava ingresos en españa y está en tribunales . irrisorio . se desmonta a sí mismo 😂,1
13798,ahí va el oro .... - demanda creciente . - bancos centrales comprando oro . - oferta limitada . - dólar menos fuerte . via bloomberg,1
13799,"@ user con vds un tweet para el `` comité anti-bulos '' . españa no es el país que más crece ( irlanda , luxemburgo , malta , eslovenia , grecia. ) . y además no ha recuperado el pib de 2019 . eso sí . es el que más aumenta la deuda .",1
13800,"una consejera talibán , justificando la violencia . dice que no le dan miedo unos universitarios que soportan amenazas y agresiones de los separatistas ante la complicidad de los rectores nacionalistas . son patéticos , ridículos y peligrosos .",1
13801,@ user estoy en ello . es otro ejemplo de la terrible represión que sufren .,1
13802,@ user a lo mejor es que yo se distinguir entre el concierto y el cupo . de nada,1
13803,"putin , su gobierno y su alto mando son criminales de guerra ( 142 ) . @ user",1
13804,un pacto para violar derechos d ellos menores y las sentencias judiciales .,1
13805,hacer público la comisión de un delito sabiendo que no tendrá consecuencias . robaron nuestros datos y los pusieron a disposición de todos los piratas informáticos del mundo . y encantados .,1
13806,despejando el camino para que socios golpistas separatistas catalanes de ⁦ @ user ⁩ lo vuelvan a hacer : . el senado aprueba la reforma de la sedición y la malversación de [ politician ] pese a la resolución del tribunal constitucional .,1
13807,"@ user no me han hecho callar , no me han dejado responder a las mentiras de [ politician ] . negando el derecho a replicar al ser interpelado . de nada",1
13808,es el político más mentiroso y con menos escrúpulos de la historia democrática de españa .,1
13809,la primera gran reforma que españa necesita es la de la educación .,1
13810,"la presidenta de la república eslovaca , @ user , se dirige al pleno del @ user destacando la creciente amenaza a los valores europeos y la democracia del extremismo y los discursos del odio .",1
13811,naser burita llama y ⁦ @ user ⁩ obedece . el humillante servilismo del gobierno de ⁦ @ user ⁩ con marruecos : . una llamada del ministro de exteriores marroquí al gobierno forzó el cambio de voto del [ political_party ] en estrasburgo .,1
13812,la delincuencia redactando el código penal . junts también enmienda la malversación : pide que no sea delito si responde a una promesa electoral,1
13813,marruecos ordena y ⁦ @ user ⁩ obedece . tiene que dar explicaciones en el ⁦ @ user ⁩ sobre su cuestionable complicidad con el régimen alauí .,1
13814,"por eso atacan la justicia , porque es la garante de los derechos de los ciudadanos ñ frente a las traiciones y amenazas . el gran mazazo judicial al pacto de aragonès y [ politician ] .",1
13815,"putin , su gobierno y su alto mando son criminales de guerra ( 143 ) . @ user",1
13816,reunión en bruselas con el canciller de perú @ user para impulsar y reforzar las relaciones entre la ue y perú .. @ user,1
13817,es urgente que @ user y @ user den explicaciones por plegarse a las instrucciones ( órdenes ) de [ hashtag ] en la votación de hoy en el @ user . . que esto pase tras [ hashtag ] y en pleno [ hashtag ] es muy grave ! ! ! !,1
13818,"el régimen catalán : . los rectores de todas las universidades públicas catalanas piden a los partidos `` diálogo , amnistía y autodeterminación ''",1
13819,presidente de la comisión de libertades civiles en el ⁦ @ user ⁩ . “ tragar sapos ” = obedecer órdenes del ministro exteriores marroquí para votar en contra de una resolución exigiendo el respeto de los ddhh y la libertad de prensa en marruecos .,1
13820,el espía marroquí que supervisó la trama de corrupción en ⁦ @ user ⁩ operó en cataluña hace 10 años . [ hashtag ],1
13821,declaración conjunta de los presidentes de las comisiones y delegaciones del @ user sobre el asalto a las instituciones democráticas de brasil 🇧🇷 .,1
13822,es urgente informar a la @ user que miembros del gobierno y del @ user están acusando a los miembros de tribunal constitucional de “ golpistas ” . la deriva autoritaria e iliberal de @ user es terrible . se lo recordaremos en el semestre europeo .,1
13823,el ministro de cultura toma partido por el conocido jurista y humorista en la controversia kelsen-wyoming sobre la defensa de la constitución .,1
13824,tu gobiernas con golpistas y modificas el código penal para liberarles de sus condenas . guárdate las lecciones .,1
13825,"putin , su gobierno y su alto mando son criminales de guerra ( 146 ) . @ user",1
13826,"@ user todo lo que sea necesario para mantenerse en el poder , lo hará posible .",1
13827,la victoria de lula desengrasa el acuerdo entre [ hashtag ] y la unión europea .,1
13828,sesión inaugural de la asamblea parlamentaria euro-latinoamericana en el @ user con @ user .,1
13829,"mientras no participamos del escudo antimisiles europeo , tenemos permanentemente destructores americanos en rota como parte del escudo de defensa americano antimisiles .. en fin…",1
13830,"putin , su gobierno y su alto mando son criminales de guerra ( 127 ) . @ user",1
13831,lo denunciamos también ante la @ user por violar el mercado único .,1
13832,"esto es @ user . es la metáfora de la cataluña oficial separatista : exclusión , desprecio y odio . eso si , pagado por todos .",1
13833,bloquear lazis hace todo mucho mejor . gracias puigdemongers et alii .,1
13834,"una apuesta segura : volverán a dar un golpe de estado , pero ahora sin consecuencias penales . de nada .",1
13835,"lo q debería darte vergüenza es haber dado un golpe de estado , desobedecido resoluciones judiciales , roto la sociedad catalana , derogado la constitución y el estatuto y malversado dinero público . eso si , ser indultado a cambio de apoyo político a @ user no es culpa tuya",1
13836,obedecer las órdenes del ministro de de exteriores marroquí en el @ user para que después te humillen en la visita a marruecos tanto a nivel de protocolo como de resultados reales .. en fin… bien merecido .,1
13837,"a eta la derrotaron las fuerzas y cuerpos de seguridad del estado , la justicia y la unidad de los demócratas . la apropiación socialista del fin del terrorismo es otra más de sus obscenidades .",1
13838,la cementera francesa lafarge financió al estado islámico y le pidió perjudicar a los competidores .,1
13839,"denunciaremos , una vez más , esta nueva agresión a los derechos fundamentales de los niños castellanoparlantes y sus familias ante la @ user . violan derechos y leyes ante la complicidad de @ user .",1
13840,otro producto de lujo en estados unidos es el queso . aquí cien gramos de queso te cuestan unos diez dólares . y un pan cinco dolares .,0
13841,@ user 9 años tenía cuando pasó esto en mi ciudad y yo lo vi por la tele en blanco y negro 🙃,0
13842,"mañana increíble en la @ user . el 20-n vuelve la comedia de mañana , la última del año , con un cartel imbatible.👇🏼👇🏼👇🏼 . 🤡 valeria ros @ user . 🤡 jj vaquero @ user . 🤡 ignatius farray @ user . 🎟",0
13843,@ user lo de hacks me recordó que hay un episodio de los soprano en el que suena una canción de rocío dúrcal 😊,0
13844,en los encuentros de formentor . en las palmas de gran canaria .,0
13845,me gusta aportar un punto de vista sosegado y con altura de miras al debate de qué hacemos con los pu * os na * is de mierda.👇🏼📺💩🤮,0
13846,ilusionante debut en liga del excelso @ user pese a la derrota frente al equipo rodense.✊🏽🏀,0
13847,esto es el domingo después de misa y va a estar fetén👇🏽✊🏽👇🏽✊🏽 . 🤡 @ user . 🤡 @ user . 🤡 @ user . 🎪 @ user,0
13848,"suelo ir a nadar en las dos piscinas públicas de iowa city . nunca hay nadie . sólo yo en piscinas olímpicas . millones de litros de agua para mí solo por 4 dólares , que me compensan las patatas a 12 dólares el kilo .",0
13849,"las noticias de ayer , de hoy y de siempre.👇📺🔥 .",0
13850,estados unidos . gran bretaña . noruega . países bajos . suecia . dinamarca .,0
13851,"esto se viraliza a veces ( hoy ha pasado ) y quizá es necesario aclarar que : . 1 . no soy rico , ojalá , aquí iba a estar yo.😁 . 2 . es parte de un monólogo que hacía en la vida moderna live show . no decía exactamente esto , pero era la idea .. 3 . hacedme rico y me retiro . win-win 😘😘",0
13852,"ya va , ¡ya vaaaaaaaaaa ! . es que queremos contraprogramar al ágora de @ user",0
13853,hoy hemos dado la noticia más breve de nuestra historia.👇🏽📺🔥 . 👉🏽,0
13854,"@ user es fácil , si abres el hilo lo pone . pero hay que leer . un saludo .",0
13855,"el ojos , el bolita , el canijo y el rulas se vienen al @ user",0
13856,la cuestión de fondo es si realmente es necesario el tribunal constitucional.😉,0
13857,"@ user trabajando por la modernización económica , así se hace , a largo plazo .",0
13858,¿y lo que vamos a disfrutar viendo el declive de esta panda de mamarrachos ? 🤮,0
13859,"el final del verano , del dúo dinámico , inolvidable , maravillosa .",0
13860,"después de generar un debate sosegado y de altura , es el momento de dejaros hablando solos . 😌",0
13861,retuiteo esto por si queda algún niño rata muskette que no se haya manifestado . a ver si elon os da el check gratis.👆🏼😘,0
13862,"todos sabemos a qué se refiere un fascista cuando habla de “ desaparecer ” a gente.🤷🏻‍♂️ . v🤮x es la nueva banda violenta que amenaza la democracia . caerán . tenemos experiencia contra eso , ya lo hicimos una vez.✊🏼",0
13863,el siempre jovial y dispuesto equipo de @ user os desea una muy feliz navidad . ser malos . buenas noches colegas .,0
13864,"lo hemos pasado fetén en la mani de [ political_party ] , ahora de cañitas por ponzano y luego al conci de vaquerizo ✌🏽🍻",0
13865,"lo de la ley mordaza , pedro . cuando lo vayas viendo.😷 .",0
13866,se cumple un año de la muerte de fernando marías .,0
13867,"deberíamos leer y celebrar a nuestros escritores y escritoras más a menudo , y no solo cuando se mueren .",0
13868,teníamos que celebrar el 6 de diciembre por todo lo alto en @ user y qué mejor manera que entrevistar a… . 👉🏽📺,0
13869,madre mía los ofendiditos . es que ya no se puede decir nada.😁,0
13870,pues con la reciente aparición de `` alegría '' en alemán nos vamos a la feria de frankfurt .,0
13871,esta novela de adrien bosc es maravillosa . te toca el corazón . bosc cuenta de una manera delicada y asombrosa la historia de simone weil en la guerra civil española . una metáfora bellísima sobre el compromiso con el ser humano . @ user,0
13872,"soy lector de annie ernaux desde hace muchos años , desde que la comenzó a publicar tusquets en el 91 y luego cabaret voltaire . la conocí en los encuentros de formentor y es una mujer muy amable y generosa . me alegro muchísimo . un buen nobel .",0
13873,qué bonita está siempre barcelona . me tendría que quedar a vivir aquí una temporada .,0
13874,"manuel vilas : `` la vida no tiene retórica , por eso huyo de ella en mi poesía ''",0
13875,muy feliz : la segunda edición de nosotros en marcha . @ user,0
13876,en noviembre de 1972 se edito `` transformer '' de lou reed . se cumplen 50 años de un disco interminable .,0
13877,"muy feliz y emocionado por haber ganado el premio nadal 2023 , con mi novela nosotros . la novela el 1 de febrero será vuestra .",0
13878,"y ahora parís , con lluvia intermitente . mañana comienzo la promoción de `` les brasiers '' .",0
13879,"el último libro de eduardo halfon es una maravilla , convierte la vida familiar y cotidiana en un misterio y en un milagro . me ha encantado . gran literatura . @ user",0
13880,es peligroso para la mujer… y letal para el niño :,3
13881,"@ user sus representantes en la tierra han ayudado a la ciencia inventando las universidades , creando innumerables observatorios astronómicos y jardines botánicos , aportando científicos eminentes como copérnico , mendel o lemaître…",3
13882,"salvó en secreto a varios judíos y polacos ; entre ellos , el pianista wladyslaw szpilman , al que descubrió oculto en una buhardilla tras la destrucción de la ciudad ( consentida por stalin ) que siguió al aplastamiento de la sublevación de 1944 . su historia aparece en `` el pianista ''",3
13883,@ user entonces nos extinguiremos . justo castigo . ( nadie habla de obligar a tener hijos : se trata de incentivarlo y premiarlo ) .,3
13884,importante esto . a los de [ political_party ] nos pasa igual :,3
13885,@ user la película explica muy bien el contexto . es muy didáctica .,3
13886,"nos dice @ user , desafiante : `` las abortistas somos más '' . se jacta del aborto .. que se dé prisa en disfrutar . el tiempo del abortismo se acaba : .",3
13887,“ la demografía es el destino ” ( comte ) . china no llegará a ser primera potencia mundial . lo impedirá su infranatalidad . india no tiene ese lastre . excuso decir el futuro que le aguarda a españa .,3
13888,.⁦ @ user ⁩ : “ los últimos 4 años de gestión municipal han pasado en blanco . sevilla declina y se despuebla ”,3
13889,« las leyes y las constantes de la naturaleza parecen estar [ milimétricamente ] dispuestas de tal modo que sea posible desarrollo de entidades tan complicadas como los seres humanos conscientes »,3
13890,@ user presumo de austeridad . y la comparo con la exhibición de lujo de la ministra comunista .,3
13891,"@ user suecia estaba quebrada en 1993 . el gasto público llegó al 70 % del pib . entonces privatizaron parcialmente sanidad y educación . estudie un poco ( p.ej. , el libro de mauricio rojas ) .",3
13892,"... se había proclamado en toda españa . el general y sus seguidores se apoderaron del aeródromo militar de cuatro vientos y él leyó por radio una proclama en la que aseguraba que la república se había proclamado en españa . ante el fracaso , huyó , junto con ramón franco , a ⬇️",3
13893,"@ user 1'71 en 2020 . vienen de 1 ' 4 en 2010 y 1'11 en 1999 . sí , una historia de éxito impresionante .",3
13894,"aquí está el clip completo . el abuelo estará muy contento cuando a su nieto le den bloqueadores de la pubertad , le atiborren de hormonas femeninas y le corten los genitales :",3
13895,la izquierda trae una pnl para que se reconozca el `` derecho humano al acompañamiento afectivo '' . la solución milenaria para el acompañamiento afectivo se llamaba familia . lleváis medio siglo destruyéndola . ahora lo queréis arreglar con leyes patéticas .,3
13896,"@ user `` ... con el movimiento '' ( “ angel sanz briz : su actuación en relación con el movimiento nacional ” , archivo del ministerio de asuntos exteriores , p. 705 , exp . 44665 [ citado por arcadi espada , en nombre de franco : los héroes de la embajada de españa en el budapest nazi , espasa , 2014 ]",3
13897,"¿por qué no deben disolverse las naciones ( españa entre ellas ) ? : . `` aunque sea por seguridad jurídica , aunque sea por mantener el nivel de su economía , aunque sea para resolver la aporía de la eterna divisibilidad a que estarían sometidas las comunidades humanas [ españa/cataluña⬇️",3
13898,"la minoría que pasa al terrorismo es muy pequeña . pero hay un sector mucho mayor de inmigración islámica que no se adapta , rechaza las costumbres occidentales , crea guetos de los que huyen los vecinos europeos , etc .",3
13899,", como un dato de hecho , en el cual se basa su método . pero la pregunta sobre por qué existe ese dato de hecho la deben remitir las ciencias a otros ámbitos más amplios y altos del pensamiento , como son la filosofía y la teología '' ( benedicto xvi , discurso de ratisbona ) .",3
13900,"el wokismo es esto : autodenigración/autodestrucción de occidente , la civilización más libre , justa y próspera de la historia , sirviéndole en bandeja la hegemonía mundial a china , la `` dictadura infinita '' ( [ politician ] ) .. lean estos libros",3
13901,@ user bustos se distingue por su constante desprecio y hostilidad a [ political_party ] . pero quizás tenga vd . razón . mea culpa .,3
13902,"@ user veo que es usted uno de los miserables , así que le voy a bloquear inmediatamente . antes , le informo de que la población judía no creció : de los 9 ' 5 millones de judíos que había en europa en 1933 , los nazis exterminaron a unos 5 millones y medio , más de la mitad .",3
13903,"`` `` quiero pegar al mariconazo de jorge javier '' . esto se oirá este fin de semana en el aquelarre que organizará [ political_party ] '' .. @ user nos instruye proceso por pre-crimen . en un debate sobre antisemitismo , no dice nada del tema y convierte su intervención en un vómito contra [ political_party ] .",3
13904,. @ user : `` las pymes están asfixiadas por culpa de sus políticas fiscales y energéticas '' . .,3
13905,@ user el bando republicano mató a unas 60.000 personas ( en sólo 3 años y en sólo la mitad del territorio nacional ) . el bando franquista mató a unas 80.000 ( en unos 7 años -hasta 1943- y controlando todo el territorio nacional ) .,3
13906,"les recomiendo limpien sus tls de filonazis . son cuatro gatos patéticos , pero haberlos , haylos . como este badulaque de abajo :",3
13907,"... les retiran honores .. a lo mejor hay que vengarse de queipo por su papel decisivo en el curso de la guerra . sin su éxito en andalucía occidental , el ejército de africa no habría tenido una cabeza de puente por la que pasar a la península . tomó sevilla con poquísimas fuerzas⬇️",3
13908,@ user ¡qué gran noticia ! leí el libro que escribió con lucetta scaraffia .,3
13909,"@ user culpar al imperio inglés de las hambrunas es tan arbitrario como culpar al español de las epidemias que mataron a millones de indios . la población de la india se triplicó bajo el dominio británico . tan mal no lo harían . entre otras cosas , acabaron con la quema de viudas .",3
13910,@ user esto es mentira . en andalucía no hubo 45.000 asesinados .,3
13911,@ user he escrito una proposición no de ley de reivindicación de la figura de sanz briz . estaría vd mejor callado .,3
